Club,Ball,Club Speed,Attack Angle,Club Path,Low Point,Swing Plane,Swing Direction,Dyn. Loft,Face Angle,Face To Path,Ball Speed,Smash Factor,Launch Angle,Launch Direction,Spin Rate,Spin Axis,Impact Height,Impact Offset,Spin_Loft,V_Loft,Gear_Factor
Driver (10.5 deg),Standard,104.369,1.332,-0.838,-0.068,48.835,-5.02,13.183,-1.654,0.321,156.415,1.499,10.443,-0.301,2955.1649075582786,3.0940265640613487,-5.266,-3.219,11.850999999999999,1853.6741649999997,-62.407365999999996
Driver (10.5 deg),Practice,106.841,1.464,-0.703,-0.121,58.033,2.954,13.018,-0.312,-0.601,162.772,1.523,9.341,0.92,2653.7571127004085,-2.9541922907574776,-3.96,-0.026,11.554,1880.667688,-45.753840000000004
Driver (10.5 deg),Tour,106.86,1.736,0.82,-0.813,61.564,0.604,11.624,0.367,-1.362,157.031,1.47,8.081,0.453,2702.624761847728,-6.5320182616355735,-3.102,-2.385,9.888,1552.722528,-30.672576
Driver (10.5 deg),Premium,76.39,2.579,-0.839,0.054,44.055,2.447,12.935,0.89,-0.225,112.808,1.477,9.732,-0.439,2734.497592139767,-2.1422981021460226,-0.45,1.94,10.356,1168.239648,-4.6602
Driver (10.5 deg),Practice,120.162,0.421,2.126,-1.755,52.913,-1.98,10.092,-0.429,0.388,181.158,1.508,7.032,2.318,2370.6894773391923,3.6922614279772072,-0.665,-2.791,9.671000000000001,1751.979018,-6.431215000000001
Driver (10.5 deg),Tour,95.805,3.344,0.551,-1.221,50.648,-3.573,10.063,0.72,1.134,142.091,1.483,8.271,0.308,2151.417264934219,11.562426289834985,-3.504,-3.817,6.719000000000001,954.7094290000002,-23.543376000000006
Driver (10.5 deg),Standard,81.591,1.012,0.817,-1.039,63.006,-0.661,12.502,0.198,0.447,119.996,1.471,7.97,2.261,2744.2761836234313,2.07909124727521,1.526,0.094,11.49,1378.75404,17.53374
Driver (10.5 deg),Practice,93.301,0.545,-2.654,-1.066,51.876,-0.161,13.312,1.254,-1.009,137.591,1.475,9.875,-0.506,2830.6903605335274,-4.257505398825839,-2.396,-0.711,12.767,1756.624297,-30.589731999999998
Driver (10.5 deg),Standard,106.241,1.723,-0.266,-1.078,51.213,0.586,10.514,0.734,-0.838,159.201,1.498,7.919,-2.892,2435.265139093064,-3.937551550142071,-4.772,-3.204,8.790999999999999,1399.5359909999997,-41.950652
Driver (10.5 deg),Practice,86.586,-0.761,-1.181,-1.51,55.571,-3.86,11.678,1.095,-0.104,125.48,1.449,7.639,-0.366,2833.359227212976,0.4903592203152697,-1.427,-2.073,12.439,1560.84572,-17.750453
Driver (10.5 deg),Tour,83.036,2.044,-0.95,-0.52,45.43,-0.927,13.85,0.313,-0.175,123.794,1.491,10.458,-2.282,3081.4842116277764,-1.160500696765945,-1.672,0.463,11.806,1461.5119639999998,-19.739631999999997
Driver (10.5 deg),Standard,99.573,0.86,2.683,-2.023,52.573,-2.4,11.707,1.59,-2.853,147.101,1.477,8.655,0.682,2652.2654479081702,-14.476316870214466,-1.932,-0.725,10.847000000000001,1595.6045470000001,-20.956404000000003
Driver (10.5 deg),Premium,88.51,0.746,1.554,-0.973,48.511,-3.438,12.114,-1.146,1.04,133.559,1.509,8.497,-1.265,2915.419128369623,3.236065498315541,-1.506,3.91,11.368,1518.298712,-17.120208
Driver (10.5 deg),Practice,123.782,0.51,0.276,-1.842,51.918,-1.679,10.3,-0.353,-0.469,185.11,1.495,7.589,-0.362,2243.6751331786777,-2.0874005709997348,2.741,-1.16,9.790000000000001,1812.2269000000003,26.834390000000003
Driver (10.5 deg),Practice,95.507,0.999,-1.45,-1.979,44.759,0.467,9.486,-1.698,-0.26,139.466,1.46,8.329,1.021,1923.8550023947744,-2.657268835549942,3.878,1.976,8.487,1183.647942,32.912586000000005
Driver (10.5 deg),Standard,120.766,2.746,2.763,-1.325,51.911,3.879,10.125,1.624,0.306,177.536,1.47,7.99,-0.129,2318.4886797712775,2.2529128268381062,-5.055,0.185,7.379,1310.0381439999999,-37.300844999999995
Driver (10.5 deg),Premium,91.031,2.773,0.339,-1.921,54.454,-2.01,12.36,1.204,1.313,135.028,1.483,9.64,-0.629,2422.4261529631804,9.94801992875644,3.105,-3.967,9.587,1294.513436,29.767635
Driver (10.5 deg),Standard,100.158,2.419,1.09,-1.329,47.184,3.535,11.711,0.892,-0.35,148.391,1.482,8.666,0.82,2239.542507226466,0.2402261092185527,2.692,-4.807,9.292,1378.849172,25.014064
Driver (10.5 deg),Premium,103.671,0.709,-1.011,-2.383,56.284,1.031,10.131,-2.347,-0.259,154.947,1.495,7.969,-2.611,2261.811447952482,1.7139605714591972,5.432,-6.545,9.422,1459.910634,51.18030400000001
Driver (10.5 deg),Standard,76.183,2.676,-0.484,-1.603,58.157,1.494,13.647,2.018,-0.476,111.042,1.458,9.824,0.502,2790.7654997189516,0.240913474122609,-0.835,-5.345,10.971,1218.241782,-9.160784999999999
Driver (10.5 deg),Premium,108.82,-0.976,-0.639,-0.593,55.032,0.793,10.247,-2.543,0.266,158.248,1.454,7.333,-0.459,2774.8191222941846,1.126983514196014,-0.67,0.622,11.222999999999999,1776.0173039999997,-7.51941
Driver (10.5 deg),Standard,121.147,1.149,-0.846,-1.728,55.553,-0.415,9.461,-0.68,0.272,180.087,1.487,7.768,-3.065,2157.251280029113,4.183927407983518,3.04,-4.697,8.312000000000001,1496.8831440000001,25.268480000000004
Driver (10.5 deg),Practice,121.008,0.712,0.977,1.184,64.002,1.246,11.52,-1.543,-0.303,178.009,1.471,9.036,-0.382,2478.8517919637075,0.3964368364207017,3.117,-4.247,10.808,1923.9212719999998,33.688536
Driver (10.5 deg),Standard,78.86,1.364,1.127,-1.353,51.318,0.676,13.384,0.749,0.131,116.764,1.481,9.693,-1.806,2643.9046983080148,1.302844099006797,5.82,-1.292,12.02,1403.50328,69.9564
Driver (10.5 deg),Tour,80.057,2.43,-2.669,-2.142,49.083,0.147,12.265,0.021,1.102,118.439,1.479,8.848,0.067,2751.7534269196867,7.103017525732714,-2.149,-1.2,9.835,1164.847565,-21.135415000000002
Driver (10.5 deg),Tour,92.534,1.791,1.572,-0.293,54.263,-0.813,12.421,-1.548,-0.911,137.386,1.485,9.061,0.06,2619.1416793952367,-1.1622841109932642,4.258,-7.341,10.629999999999999,1460.4131799999998,45.262539999999994
Driver (10.5 deg),Standard,75.126,1.144,-0.719,-1.82,55.188,4.242,11.418,0.422,-1.178,111.762,1.488,8.074,0.317,2617.72039692897,-8.430405303382388,0.436,3.669,10.274,1148.242788,4.479463999999999
Driver (10.5 deg),Tour,95.795,2.131,0.623,-0.937,52.365,-1.143,13.135,2.659,-1.194,143.326,1.496,9.891,-0.985,2778.393495833286,-3.54941304914974,1.169,-5.248,11.004,1577.1593039999998,12.863676
Driver (10.5 deg),Tour,100.553,0.657,0.085,-1.252,59.2,-0.337,11.177,-0.661,0.981,147.023,1.462,7.476,-0.232,2923.9919402618575,5.801885717617852,-5.285,-0.775,10.52,1546.68196,-55.5982
Driver (10.5 deg),Premium,100.624,1.017,-1.239,-1.493,54.689,1.212,11.592,0.125,1.694,148.702,1.478,8.662,-0.764,2489.973171355137,7.931413820009554,3.949,2.569,10.575000000000001,1572.52365,41.760675
Driver (10.5 deg),Practice,88.951,0.352,0.673,-0.844,52.501,3.883,12.894,-1.174,0.824,132.48,1.489,9.031,-1.055,2729.1128400458,6.102063304401964,0.425,-4.346,12.542,1661.56416,5.33035
Driver (10.5 deg),Premium,94.582,1.823,0.019,-0.256,54.629,1.2,12.287,1.314,0.455,140.95,1.49,9.361,-1.452,2744.5602739722262,2.507880079704736,-0.943,0.491,10.464,1474.9008,-9.867552
Driver (10.5 deg),Standard,106.039,0.814,0.617,0.071,51.687,-0.881,12.659,2.893,0.009,155.007,1.462,9.395,-0.254,2684.266371434589,-0.906146585144968,1.541,2.17,11.845,1836.057915,18.253145
Driver (10.5 deg),Tour,87.848,1.707,-0.472,-0.967,52.83,-0.015,10.749,-1.865,-0.573,131.234,1.494,7.793,-1.227,2591.6713828488323,-4.677185189451187,-2.711,1.834,9.042,1186.6178280000001,-24.512862
Driver (10.5 deg),Tour,92.337,1.693,0.513,0.283,61.249,-1.104,12.515,1.455,1.859,134.536,1.457,9.29,0.041,2916.16000684576,9.040933062173972,-3.664,1.431,10.822000000000001,1455.9485920000002,-39.651808
Driver (10.5 deg),Tour,100.534,2.742,0.582,-1.896,53.296,0.578,11.439,0.809,-0.723,149.786,1.49,9.449,-1.696,2328.0846930931207,-3.1428036122807543,1.669,-3.003,8.697,1302.6888419999998,14.515293
Driver (10.5 deg),Premium,120.991,0.465,-0.094,0.194,53.952,0.109,11.514,-1.728,-0.224,179.512,1.484,9.209,-0.338,2879.7496366874225,-1.608228635627514,0.223,0.942,11.049,1983.428088,2.463927
Driver (10.5 deg),Premium,109.17,1.765,2.519,-0.96,50.884,-0.333,12.48,1.123,1.684,162.267,1.486,9.405,-0.168,2825.42207361959,9.014368182463034,-4.396,0.166,10.715,1738.690905,-47.103139999999996
Driver (10.5 deg),Premium,122.186,1.308,2.812,-0.748,54.909,0.133,10.874,-0.492,-0.899,179.93,1.473,7.818,1.055,2348.5520214077765,-3.995873752182333,7.288,-2.892,9.566,1721.2103800000002,69.717008
Driver (10.5 deg),Standard,93.881,1.75,-1.496,-0.942,47.182,-0.289,9.737,0.706,1.402,138.721,1.478,6.818,-0.37,2073.835994329802,8.43592813346714,3.566,3.269,7.987,1107.964627,28.481642
Driver (10.5 deg),Practice,84.288,3.247,-1.711,-1.883,36.483,3.328,14.12,2.817,-0.381,125.68,1.491,10.808,-0.062,2522.6318496060044,-0.9598773723779034,-0.365,-2.017,10.873,1366.51864,-3.9686449999999995
Driver (10.5 deg),Standard,92.219,1.373,-1.949,-1.723,50.018,4.383,10.795,0.512,0.297,137.195,1.488,9.123,-0.255,2280.205187733627,0.952085220222729,2.709,1.474,9.422,1292.65129,25.524198000000002
Driver (10.5 deg),Practice,97.465,1.945,0.995,-1.772,57.753,1.563,10.211,-1.44,-0.337,143.822,1.476,7.951,-0.928,2095.265636033958,-3.342408241061856,-0.898,1.991,8.266,1188.832652,-7.422868
Driver (10.5 deg),Premium,86.295,0.937,-1.055,-0.732,59.016,1.027,12.412,0.496,1.268,126.345,1.464,9.695,0.58,3037.5867017121373,5.363236219814072,-3.454,1.99,11.475000000000001,1449.8088750000002,-39.63465000000001
Driver (10.5 deg),Premium,111.815,3.799,-0.853,-1.633,52.258,3.821,10.955,-0.87,-1.868,168.217,1.504,8.471,0.411,2163.875391724264,-14.43604215467115,0.196,-0.457,7.156000000000001,1203.760852,1.4025760000000003
Driver (10.5 deg),Standard,82.155,1.802,2.351,-1.541,45.68,0.413,15.436,-0.515,0.416,121.281,1.476,11.517,-0.128,3163.9457610433064,3.58602443813058,-0.571,-3.757,13.634,1653.5451540000001,-7.785013999999999
Driver (10.5 deg),Premium,95.9,1.782,2.825,-0.047,47.413,-3.553,11.01,0.3,0.722,139.362,1.453,7.283,0.93,2413.0196099662476,7.556152209196965,0.958,-5.902,9.228,1286.032536,8.840423999999999
Driver (10.5 deg),Tour,121.542,1.589,-0.751,-1.148,49.949,1.514,10.47,1.942,-0.026,178.314,1.467,8.446,1.041,2495.8243612865217,-0.7052530607896816,0.973,1.211,8.881,1583.606634,8.641213
Driver (10.5 deg),Premium,107.796,3.696,-1.808,-0.957,53.694,-0.11,12.833,1.151,1.139,160.904,1.493,10.353,-2.306,2321.2371712624154,3.6890084095407594,1.444,7.054,9.137,1470.179848,13.193828
Driver (10.5 deg),Practice,91.809,1.967,-2.391,-2.595,48.189,-0.415,11.179,0.024,0.589,135.609,1.477,8.605,-1.605,2075.3960808772385,2.669883658060427,4.449,2.33,9.212,1249.230108,40.984187999999996
Driver (10.5 deg),Tour,91.931,1.237,-1.886,-1.523,55.566,-1.395,12.202,0.788,2.032,135.808,1.477,8.714,0.599,2815.649799726587,8.64144639032897,0.476,3.889,10.965,1489.1347199999998,5.21934
Driver (10.5 deg),Premium,81.755,1.571,1.7,-2.072,55.44,1.954,10.637,-1.979,-0.217,121.51,1.486,8.176,1.645,2382.5822343173145,-0.4166895472729543,2.374,-1.852,9.066,1101.60966,21.522684
Driver (10.5 deg),Practice,86.537,1.775,-1.824,-0.258,56.367,1.19,10.753,-2.437,0.96,128.059,1.48,7.744,-0.764,2382.4458410548536,5.280218650511385,-4.118,1.534,8.978,1149.713702,-36.971404
Driver (10.5 deg),Standard,101.228,2.416,-0.007,-0.626,51.364,1.007,12.272,2.101,-0.044,150.334,1.485,9.528,-1.464,2473.6535838631557,-2.8124253000154416,-1.546,5.102,9.856,1481.691904,-15.237376
Driver (10.5 deg),Tour,109.125,2.104,1.933,-0.67,56.658,1.289,11.519,0.663,-0.426,160.816,1.474,8.964,0.898,2340.0505866672283,-1.2830649216573653,3.636,-2.706,9.415,1514.0826399999999,34.23294
Driver (10.5 deg),Tour,123.985,0.814,1.676,-0.831,52.154,1.359,8.135,1.647,1.356,183.577,1.481,5.69,0.84,2438.386340956983,9.717582242562443,-6.349,1.399,7.321,1343.967217,-46.481029
Driver (10.5 deg),Premium,94.149,1.896,-1.461,-0.09,54.041,-0.085,10.185,-0.231,1.155,137.405,1.459,7.678,-0.382,2294.9901524105926,8.8828743990784,0.834,-1.829,8.289000000000001,1138.9500450000003,6.913026000000001
Driver (10.5 deg),Practice,98.057,1.215,-2.377,-1.917,49.258,-0.187,9.588,-1.093,-1.023,144.89,1.478,7.467,1.509,1982.9513036972103,-5.947979918542566,3.391,-2.068,8.373,1213.1639699999998,28.392843
Driver (10.5 deg),Standard,121.56,-0.041,-1.253,-1.256,48.008,1.093,10.203,1.489,-0.459,180.627,1.486,8.42,0.371,2783.4169619700033,-2.942533339698327,-4.532,0.594,10.244,1850.342988,-46.425807999999996
Driver (10.5 deg),Premium,92.455,1.4,0.671,-0.134,53.571,1.962,13.511,-1.251,-0.585,138.906,1.502,10.132,-1.219,3123.1909132976193,-4.819354588812794,-3.791,4.181,12.110999999999999,1682.290566,-45.912800999999995
Driver (10.5 deg),Standard,123.77,-0.157,1.228,-2.713,50.674,2.525,10.308,0.432,0.16,186.481,1.507,7.261,-2.303,2755.2722439619247,-0.8966392933927442,-2.153,3.598,10.465,1951.523665,-22.531145
Driver (10.5 deg),Tour,84.111,1.494,0.638,-1.116,47.441,-0.054,10.388,-1.82,-0.367,125.089,1.487,8.643,2.834,2426.055640367772,-0.5973044010978592,2.356,-3.668,8.894,1112.541566,20.954264
Driver (10.5 deg),Tour,91.644,2.709,0.965,0.547,45.531,2.251,11.733,-0.401,0.852,135.49,1.478,8.75,1.231,2670.423292128516,5.89878118886006,-5.378,-1.086,9.024000000000001,1222.6617600000002,-48.53107200000001
Driver (10.5 deg),Tour,123.581,0.29,0.941,-1.834,53.246,-0.11,10.948,-0.219,-0.015,182.965,1.481,7.91,-2.053,2971.1985335206737,1.6711821889721334,-2.247,-3.512,10.658000000000001,1950.0409700000002,-23.948526
Driver (10.5 deg),Premium,104.658,2.023,1.476,0.698,46.793,3.087,10.443,0.331,-0.121,153.545,1.467,8.079,-0.568,2310.8345936091528,0.4586376086356403,-1.246,-2.262,8.42,1292.8489,-10.49132
Driver (10.5 deg),Practice,89.495,1.092,-1.994,0.052,55.195,-1.612,12.311,1.658,-0.671,132.63,1.482,8.679,0.402,2631.45390367631,-3.3816500026397858,-3.103,-0.092,11.219,1487.97597,-34.812557
Driver (10.5 deg),Premium,79.602,0.925,0.119,-1.46,58.385,-1.543,13.457,-1.011,-0.402,117.792,1.48,10.624,0.915,3028.9190902317496,-2.463495778545078,1.717,1.154,12.532,1476.169344,21.517444
Driver (10.5 deg),Standard,110.499,0.761,0.537,-0.556,56.038,-0.943,11.879,0.675,0.559,163.153,1.477,8.375,1.644,2786.287862086426,-0.120493116848805,-4.236,5.886,11.118,1813.935054,-47.095848
Driver (10.5 deg),Premium,115.923,1.169,-1.511,-0.411,53.041,-2.31,12.011,-2.009,0.981,169.899,1.466,8.992,0.236,2964.93764727509,4.591013608449683,-1.601,1.336,10.841999999999999,1842.0449579999997,-17.358041999999998
Driver (10.5 deg),Tour,99.24,1.143,1.123,-1.004,55.271,-1.74,10.401,-0.294,0.632,146.216,1.473,8.079,4.003,2306.2411721967333,3.616048731876367,5.141,0.513,9.258,1353.667728,47.595378
Driver (10.5 deg),Standard,116.376,0.018,-1.261,-2.38,53.265,4.5,10.252,1.707,-0.125,171.997,1.478,7.777,1.75,2717.8827066960366,-0.4307768318393498,-1.364,-0.537,10.234,1760.2172980000003,-13.959176000000001
Driver (10.5 deg),Tour,102.499,0.954,2.067,-1.866,50.857,-3.675,12.329,-0.122,0.022,153.134,1.494,7.809,1.756,2983.4228880877477,-1.3943181476892283,-2.652,2.913,11.375,1741.89925,-30.166500000000003
Driver (10.5 deg),Standard,105.783,2.512,1.628,-1.562,61.719,2.404,11.435,-0.696,-0.067,156.912,1.483,7.713,-1.359,2313.2747847422966,-0.9505759665991438,-1.667,1.303,8.923,1400.125776,-14.874641
Driver (10.5 deg),Standard,114.132,2.12,-2.798,-0.078,54.389,4.772,10.022,-3.834,-0.33,171.077,1.499,6.513,0.117,2266.623545788417,-6.013750403312287,-1.686,7.096,7.902,1351.850454,-13.322772
Driver (10.5 deg),Tour,119.158,1.788,0.377,-2.141,45.307,0.599,13.081,0.966,0.582,176.974,1.485,9.502,-1.076,3035.7614089585677,1.0170869784060657,-0.492,3.878,11.293,1998.5673819999997,-5.556156
Driver (10.5 deg),Practice,111.232,1.721,0.859,-1.837,47.196,-0.749,11.589,-3.265,2.267,162.173,1.458,7.919,-0.47,2207.935113415463,12.256887772750472,0.305,1.437,9.868,1600.3231640000001,3.00974
Driver (10.5 deg),Standard,108.307,1.555,0.568,-1.487,52.289,-2.123,11.173,0.2,-1.171,159.156,1.469,8.849,0.705,2486.4924076561565,-8.916010969661082,-4.251,3.813,9.618,1530.762408,-40.886118
Driver (10.5 deg),Premium,75.908,2.267,0.589,-1.491,52.516,0.606,11.226,1.835,-0.132,111.379,1.467,8.455,0.472,2520.985289705619,0.0033226884097117,-0.344,-1.324,8.959000000000001,997.8444610000003,-3.0818960000000004
Driver (10.5 deg),Tour,78.654,0.241,-1.515,-2.268,51.809,0.967,15.386,1.206,-0.315,118.315,1.504,9.831,-1.944,3645.294155371552,-0.2241774329351001,-1.214,-1.763,15.145,1791.8806749999999,-18.386029999999998
Driver (10.5 deg),Premium,122.331,0.949,0.13,-1.337,51.643,-1.374,11.003,-1.185,0.78,179.978,1.471,7.885,-1.838,2477.9248022019215,6.947747382241015,5.274,-5.148,10.054,1809.498812,53.024796
Driver (10.5 deg),Tour,103.936,0.565,-0.116,-1.764,57.397,-0.025,11.257,-0.72,1.08,154.852,1.49,8.378,0.653,2517.5010736205245,5.152014061439605,4.935,1.16,10.692,1655.677584,52.76502
Driver (10.5 deg),Premium,115.257,0.581,0.393,-1.593,56.219,-0.523,10.609,0.492,-1.968,170.6,1.48,5.969,-0.404,2571.253537174255,-12.992574938614991,3.977,3.468,10.028,1710.7768,39.881356000000004
Driver (10.5 deg),Premium,96.706,0.222,-1.504,-1.14,49.846,3.484,10.142,0.221,0.348,144.362,1.493,7.216,-2.101,2649.9700944440697,0.0549303320342625,-1.759,3.5,9.92,1432.07104,-17.449279999999998
Driver (10.5 deg),Tour,122.762,0.346,-1.297,-1.397,52.413,2.238,9.561,-0.362,0.914,182.844,1.489,6.888,0.264,2677.2319154662155,4.8623414236601645,-1.925,1.892,9.215,1684.90746,-17.738875
Driver (10.5 deg),Premium,93.864,0.559,0.038,-1.526,48.92,-0.001,13.519,-0.891,0.687,139.99,1.491,9.268,-2.203,2943.704892395764,2.494242363796628,3.377,1.311,12.96,1814.2704000000003,43.76592
Driver (10.5 deg),Tour,95.829,1.467,1.259,0.102,60.248,-0.457,11.064,-1.365,-1.179,142.743,1.49,8.115,0.765,2542.855696112927,-7.500416791134977,0.405,0.871,9.597,1369.9045709999998,3.886785
Driver (10.5 deg),Standard,118.008,2.207,0.39,0.365,61.679,0.261,10.761,0.631,1.376,173.866,1.473,8.603,1.463,2423.0528612868457,8.916970051949042,-3.257,0.769,8.553999999999998,1487.249764,-27.860377999999997
Driver (10.5 deg),Premium,116.197,1.291,-0.056,-0.523,51.063,2.198,10.369,0.768,-0.451,172.418,1.484,8.047,-1.283,2435.2402897928537,-1.9003780331840907,3.042,-2.042,9.078,1565.2106039999999,27.615275999999998
Driver (10.5 deg),Premium,83.358,0.82,2.251,-2.039,44.838,1.461,12.809,0.981,0.505,123.701,1.484,8.947,-0.189,3167.017128370559,2.416765090631829,-3.667,0.145,11.988999999999999,1483.0512889999998,-43.963663
Driver (10.5 deg),Standard,90.459,1.434,-2.004,0.305,49.373,1.66,11.325,-0.075,-0.721,133.893,1.48,8.827,-2.554,2555.712002482809,-5.029462380620245,-1.976,1.672,9.891,1324.335663,-19.544616
Driver (10.5 deg),Standard,79.315,0.664,-2.001,-1.125,55.617,1.148,11.835,1.232,0.402,119.107,1.502,8.241,-1.354,2795.577660069262,0.6308289017222065,-1.693,3.038,11.171000000000001,1330.5442970000001,-18.912503
Driver (10.5 deg),Standard,82.252,1.788,1.544,-1.873,57.538,-0.093,10.833,-0.753,-0.017,122.622,1.491,8.157,1.251,2522.573019099941,-1.598092575474092,-3.31,2.839,9.045,1109.11599,-29.938950000000002
Driver (10.5 deg),Tour,82.047,1.202,-0.332,-2.186,54.339,-3.671,11.738,-0.692,1.468,123.285,1.503,9.144,-1.695,2960.4974433390566,8.053950065017444,-4.025,0.188,10.536,1298.93076,-42.4074
Driver (10.5 deg),Standard,124.873,2.288,-2.815,0.659,52.201,-1.721,9.378,1.329,-0.207,185.458,1.485,8.334,0.858,1989.249179980709,-3.5537715730722907,0.955,4.111,7.09,1314.89722,6.77095
Driver (10.5 deg),Tour,93.211,3.144,-1.536,-1.045,53.538,-2.295,11.422,0.713,0.082,137.899,1.479,9.367,-2.076,2455.203605460137,2.475094643172113,-3.564,-3.882,8.278,1141.527922,-29.502792000000003
Driver (10.5 deg),Standard,97.786,2.848,0.525,-1.594,49.439,0.461,11.962,0.775,2.283,142.059,1.453,9.182,-0.89,2188.810326481568,14.014695259114127,4.201,0.247,9.114,1294.7257260000001,38.287914
Driver (10.5 deg),Practice,83.271,1.852,0.357,-2.486,50.353,-0.939,11.011,1.744,0.289,123.276,1.48,8.426,1.368,2347.907705732699,1.219933291152885,-2.299,1.356,9.158999999999999,1129.0848839999999,-21.056540999999996
Driver (10.5 deg),Tour,102.505,1.703,-2.569,-0.553,42.411,-0.648,12.056,-0.232,-0.048,153.434,1.497,8.472,-0.385,2581.76690527716,-2.6325408581201404,2.647,4.694,10.353,1588.502202,27.404390999999997
Driver (10.5 deg),Premium,75.167,1.359,-1.806,-0.975,54.561,0.493,10.195,-2.085,-1.656,110.702,1.473,7.087,-0.847,2598.4890404153907,-10.122129528559883,-2.217,-1.375,8.836,978.162872,-19.589412000000003
Driver (10.5 deg),Standard,87.847,1.376,-0.897,-1.147,53.219,2.565,12.601,-0.431,1.79,131.644,1.499,9.226,-4.325,2612.45738239909,8.11345372556843,2.746,2.063,11.225000000000001,1477.7039000000002,30.823850000000004
Driver (10.5 deg),Tour,95.039,2.218,-4.261,-0.642,48.235,0.668,11.0,-2.03,0.171,138.327,1.455,7.78,-1.082,2508.6293786904266,0.7026524122608967,-1.055,0.785,8.782,1214.787714,-9.26501
Driver (10.5 deg),Standard,97.283,1.551,0.143,-1.778,47.533,-1.237,13.001,2.843,0.624,143.086,1.471,9.436,2.812,2753.280050802231,2.05723304590552,-1.001,2.235,11.45,1638.3347,-11.461449999999997
Driver (10.5 deg),Standard,102.923,2.294,-1.267,-1.479,56.18,0.534,11.508,-0.465,-0.279,155.768,1.513,9.295,1.303,2508.0536337101644,-4.364780600738598,-5.411,5.013,9.213999999999999,1435.246352,-49.85695399999999
Driver (10.5 deg),Premium,118.276,1.958,2.487,-1.474,51.168,-2.576,10.593,0.347,0.17,172.656,1.46,8.0,-0.467,2586.476775099683,2.844491148535429,-1.702,-3.431,8.635,1490.88456,-14.696769999999999
Driver (10.5 deg),Tour,81.52,1.636,-1.65,-0.354,56.068,-1.444,14.106,4.17,0.162,120.692,1.481,10.481,0.581,3333.7377991802664,0.9538880533019398,-4.138,-0.339,12.47,1505.02924,-51.600860000000004
Driver (10.5 deg),Practice,108.483,0.761,1.337,0.066,49.53,0.865,12.899,-0.733,1.26,161.172,1.486,8.408,2.15,2320.50074857528,5.262857920189435,7.345,1.655,12.138,1956.305736,89.15361
Driver (10.5 deg),Standard,98.44,1.822,1.627,-0.116,49.16,-2.734,10.778,2.39,0.923,145.62,1.479,7.497,0.489,2346.276555265785,5.577077409807644,-0.571,0.778,8.956,1304.17272,-5.113875999999999
